EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
MWM;MODERN TRANSPORTE AEREO DE CARGA S.A;BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;85034;0;0;0;0;412042;222786;89810;20960;8;222789080;0;0;0;157268;30,15;0
MWM;MODERN TRANSPORTE AEREO DE CARGA S.A;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;8805;4;0;0;0;66459;30323;17667;3192;4;30324798;7980;0;0;83284;6,4;0
MWM;MODERN TRANSPORTE AEREO DE CARGA S.A;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;41390;0;0;0;0;153828;108441;37630;7860;3;108441800;0;0;0;58713;11,8;0
MWM;MODERN TRANSPORTE AEREO DE CARGA S.A;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;92252;1197;0;0;0;204056;165204;47705;10480;4;165206720;3120420;0;0;77884;15,25;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;8123;1;0;0;0;0;0;9,3;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;KLCK;COLUMBUS, OHIO;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;15822;2;0;0;0;0;0;19,883;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;6496;1;0;0;0;0;0;8,817;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;KLAX;LOS ANGELES, CALIFORNIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1046520;961770;0;9690;2;961771264;0;0;0;216000;13,834;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;KORD;CHICAGO, ILLINOIS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;810648;771278;0;7506;2;771279040;0;0;0;216000;11,417;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;MSLP;SAN SALVADOR;;;EL SALVADOR;AMÉRICA CENTRAL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;6103;1;0;0;0;0;0;7,583;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KLAX;LOS ANGELES, CALIFORNIA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;198508;0;0;;;;;;;;;;;;;;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;262995;0;0;0;0;2104704;1708414;0;19488;3;1708415488;0;0;0;324000;23,333;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KORD;CHICAGO, ILLINOIS;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;NÃO REGULAR;0;0;205510;0;0;;;;;;;;;;;;;;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;MPTO;PANAMA;;;PANAMÁ;AMÉRICA CENTRAL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;2161728;2021704;0;20016;4;2021706080;0;0;0;432000;24,484;0
NCR;NATIONAL AIRLINES;ESTRANGEIRA;2026;1;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;6794;2;0;0;0;0;0;10,383;0
OAE;OMNI AIR INTERNATIONAL;ESTRANGEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;KAEX;ALEXANDRIA, LOUISIANA; ; ;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;23031;3;0;0;0;0;0;30,65;0
OAE;OMNI AIR INTERNATIONAL;ESTRANGEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;756314;70426;163418;6338;0;3062;1;0;0;0;247;53370;4,61667;0
OAE;OMNI AIR INTERNATIONAL;ESTRANGEIRA;2026;1;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;197;0;0;0;0;3161847;938740;683187;84485;0;12801;3;0;0;0;741;160110;17,9333;0
OAE;OMNI AIR INTERNATIONAL;ESTRANGEIRA;2026;1;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;23;0;0;0;0;;;;;;;;;;;;;;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1445;673;1;0;0;0;0;0;1,317;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;54;0;0;1300;0;35182;19386;4920;1453;1124;359;1;0;466700;0;98;13705;0,917;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;59;0;0;1100;0;65954;39707;9223;2978;1927;673;1;0;740300;0;98;13705;1,583;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SDCO;SOROCABA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1606;439;1;0;0;0;0;0;1,4;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1204;420;1;0;0;0;0;0;3,333;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;41;0;0;200;0;41160;17220;5756;1291;1365;420;1;0;84000;0;98;13705;1,183;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;51;0;0;1400;0;34202;17799;4783;1334;1205;349;1;0;488600;0;98;13705;0,9;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1365;525;1;0;0;0;0;0;0,933;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;58;0;0;1100;0;65954;39034;9223;2927;1526;673;1;0;740300;0;98;13705;1,367;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;45;0;0;400;0;41160;18900;5756;1417;1365;420;1;0;168000;0;98;13705;1,017;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SDCO;SOROCABA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;964;356;1;0;0;0;0;0;0,867;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SDCO;SOROCABA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;402;64;1;0;0;0;0;0;0,517;0
PLS;PLACAR LINHAS AÉREAS S.A.;BRASILEIRA;2026;1;SDCO;SOROCABA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1124;356;1;0;0;0;0;0;0,883;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2026;1;DNMM;IKEJA,  LAGOS STATE;;;NIGÉRIA;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;809968;0;0;0;0;5371248;5144912;0;50816;8;5144916672;0;0;0;845600;62,233;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2026;1;DNMM;IKEJA,  LAGOS STATE;;;NIGÉRIA;ÁFRICA;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2026;1;EBLG;LIÈGE;;;BÉLGICA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;135593;0;0;0;0;4092704;1456877;0;38720;4;1456878736;0;0;0;422800;49,283;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2026;1;EBLG;LIÈGE;;;BÉLGICA;EUROPA;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;14911;0;0;;;;;;;;;;;;;;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2026;1;OTHH;DOHA;;;QATAR;ÁSIA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;24139;0;422400;0;1056;304062836;286240262;62737338;30859832;0;972356;82;5085730196;0;12522048;25642;5290721;1221,59;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2026;1;OTHH;DOHA;;;QATAR;ÁSIA;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;6486;0;0;;;;;;;;;;;;;;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2026;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;OTHH;DOHA;;;QATAR;ÁSIA;INTERNACIONAL;REGULAR;24731;0;190579;0;5;307999692;293260198;59835889;28653325;0;948640;80;2259885780;0;59290;25974;5046038;1090,87;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2026;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;19292;0;0;0;0;4099149;147377;0;38781;9;147380727;0;0;0;951300;51,215;0
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2026;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;53689;0;0;0;0;2749890;260917;0;26016;6;260918800;0;0;0;634200;33,9;0
RAM;COMPAGNIE NATIONALE ROYAL AIR MAROC;ESTRANGEIRA;2026;1;GMMN;CASABLANCA;;;MARROCOS;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5000;0;37310;0;0;43430400;37700000;7401888;3674311;0;135720;18;281317400;0;0;5760;981684;176,967;0
RAM;COMPAGNIE NATIONALE ROYAL AIR MAROC;ESTRANGEIRA;2026;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GMMN;CASABLANCA;;;MARROCOS;ÁFRICA;INTERNACIONAL;REGULAR;4900;0;43759;0;0;41017600;36946000;6990672;3655077;0;128180;17;329942860;0;0;5440;927146;151,583;0
RER;SERVICIO AEREO REGIONAL REGAIR AIR LTDA;ESTRANGEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;;0;;;0;;1;0;;0;0;0;0,883;0
RER;SERVICIO AEREO REGIONAL REGAIR AIR LTDA;ESTRANGEIRA;2026;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;0;50724;12;0;0;0;0;0;72,767;0
RER;SERVICIO AEREO REGIONAL REGAIR AIR LTDA;ESTRANGEIRA;2026;1;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;2078;0;0;30973;0;;;;;;;;;;;;;;0
RER;SERVICIO AEREO REGIONAL REGAIR AIR LTDA;ESTRANGEIRA;2026;1;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;SPSO;PISCO, ICA REGION;;;PERU;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;3565016;3187652;444542;286881;0;21476;14;0;47512582;0;2324;289800;34,934;0
RER;SERVICIO AEREO REGIONAL REGAIR AIR LTDA;ESTRANGEIRA;2026;1;SPSO;PISCO, ICA REGION;;;PERU;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;7506520;6711940;936054;604069;0;45220;14;0;100042790;0;2324;289800;62,966;0
SAA;SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED;ESTRANGEIRA;2026;1;FACT;CAPE TOWN;;;ÁFRICA DO SUL;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2007;0;6385;0;0;14232591;12746457;2203209;1187729;0;57159;9;40551135;0;0;2241;346908;77,748;0
SAA;SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED;ESTRANGEIRA;2026;1;FAOR;JOHANNESBURG;;;ÁFRICA DO SUL;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3320;0;9782;0;0;31493520;24700800;4637010;2295841;0;126480;17;72778080;0;0;4233;623255;173,183;0
SAA;SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED;ESTRANGEIRA;2026;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;FACT;CAPE TOWN;;;ÁFRICA DO SUL;ÁFRICA;INTERNACIONAL;REGULAR;1982;0;8167;0;0;14232591;12587682;2074157;1184756;0;57159;9;51868617;0;0;2241;326588;68,084;0
SAA;SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED;ESTRANGEIRA;2026;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;FAOR;JOHANNESBURG;;;ÁFRICA DO SUL;ÁFRICA;INTERNACIONAL;REGULAR;3614;0;9906;0;0;31493520;26888160;4178289;2493627;0;126480;17;73700640;0;0;4233;561599;160,767;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;1150;0;0;0;26769;0;5693;1299;1;0;1493850;0;0;20608;2,25;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;220572;0;0;843423;431025;192238;40929;21;0;1188890;431034995;0;432756;63,95;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;180;0;172746;0;18794;0;3960;914;1;0;164520;0;189;20563;1,48333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;1035;0;0;0;17619;0;4332;855;1;0;884925;0;0;20608;1,91667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;140;178171;0;0;352371;186492;96049;17100;20;0;119700;186504570;0;412148;35,2667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;172;0;0;180;0;474390;431720;51613;34638;11015;2510;1;0;451800;0;189;20563;3,5;900
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;165;0;0;180;0;640710;559350;69708;46032;15594;3390;1;0;610200;0;189;20563;4,66667;1204
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;49;0;0;380;0;18824;17738;4831;1806;2723;362;1;0;137560;0;52;13348;1,25;1314
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;48;1;0;410;0;23608;21792;6059;2251;2847;454;1;0;186140;0;52;13348;1,25;1360
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBCH;CHAPECÓ;SC;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;56;0;0;280;0;47744;41776;12067;4238;3750;746;1;0;208880;0;64;16176;1,5;1482
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;350;0;127197;0;13838;0;3218;673;1;0;235550;0;189;20563;1,45;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;180;0;67851;0;7382;0;2970;359;1;0;64620;0;189;20563;1,36667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;350;0;27768;0;7127;0;2847;534;1;0;186900;0;52;13348;1,33333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;1;0;350;0;260064;0;31989;0;7005;1806;1;0;632100;0;144;17713;3;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;17968;0;0;0;0;26769;23340;6931;1299;1;23340432;0;0;0;20608;2,16667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;89450;0;0;843416;252217;186065;40929;21;0;0;252225937;0;432752;64,8833;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;39963;;;;;;;;;;;;;;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;5475;107900;0;0;967239;253231;206398;46940;20;0;12849825;253241300;0;412124;71,9167;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2026;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;95;0;18928;280;0;172746;86830;37629;24822;11138;1828;2;17300192;255920;0;189;41171;3,91667;1105
